product_lnr;"subgroup_nr";"subgroup_name"  		
4333;1501;"MELK"			
13581;2801;"ASIATISK"			
38980;6502;"BRâ•ªD	 BUTIKKSTEKT"		
295871;5203;"GARN"			
465845;0;"USPESIFISERT UNDERGRP."			
262307;6501;"BRâ•ªD	 INDUSTRIBAKT"		
405226;0;"USPESIFISERT UNDERGRP."			
403630;-9490;"Uspesifisert undergrp."			
203332;8604;"BLOMSTERJORD/TORV/GJâ•ªDSEL/Nâ•žRING"			
347868;0;"USPESIFISERT UNDERGRP."			
522477;0;"USPESIFISERT UNDERGRP."			
49345;6501;"BRâ•ªD	 INDUSTRIBAKT"		
508031;0;"USPESIFISERT UNDERGRP."			
55794;1703;"EGG HVITE Lâ•ªSVEKT"			
534963;0;"USPESIFISERT UNDERGRP."			
260508;-9490;"Uspesifisert undergrp."			
265044;6802;"HVETEBAKST	 BUTIKKSTEKT"		
41777;8409;"GULRâ•ªTTER"			
350906;0;"USPESIFISERT UNDERGRP."			
595213;3405;"SJOKOLADE	 STYKKSAKER	 UINNPK."	
224574;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
568358;0;"USPESIFISERT UNDERGRP."			
81093;6501;"BRâ•ªD	 INDUSTRIBAKT"		
403459;0;"USPESIFISERT UNDERGRP."			
419703;0;"USPESIFISERT UNDERGRP."			
646285;0;"USPESIFISERT UNDERGRP."			
535601;0;"USPESIFISERT UNDERGRP."			
212684;7801;"OST HVITOST"			
80812;5402;"KORT (POST	 GRATULASJON M.M)"		
50751;6502;"BRâ•ªD	 BUTIKKSTEKT"		
78913;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
461949;0;"USPESIFISERT UNDERGRP."			
71013;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
487116;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
180551;4903;"STRâ•ªMPEBUKSER DAME"			
299534;4204;"VASKEREDSKAPER"			
333937;4301;"BIND/SANITETSPRODUKTER"			
332027;8302;"â•ªVRIG SITRUS"			
238756;2613;"Râ•ªDBETER	 HERMETISK"		
235152;1501;"MELK"			
227414;7601;"SALATER FERSKE	 INDUSTRIPAKKET"		
410766;4907;"INNERTâ•ªY BARN/BABY"			
220851;1402;"LESKEDRIKKER"			
407638;3902;"FISKEOLJE"			
257317;2621;"Bâ•ªNNER/LINSER	 Tâ•ªRREDE"		
300381;6402;"SMâ”¼VARER	 LETTSTEKT - DYPFRYST"		
3989;3201;"OLJE"			
365131;814;"KAFFE	 KAPSEL/PORSJONSPAKKET"		
7663;3605;"SALTSTENGER	 PRETZELS M.M."		
22366;8412;"FRISKE URTER"			
21352;2004;"Tâ•ªRT BRâ•ªD"			
32570;8309;"MELONER"			
4495;4403;"TANNPLEIE"			
369308;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
7524;1501;"MELK"			
333587;3607;"DIP"			
325410;3904;"ANNEN HELSEKOST"			
10508;4415;"STYLING"			
409463;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
603368;7902;"FISK FERSK	 EMBALLERT"		
20095;4807;"DYREMAT - KATT"			
43361;8417;"ASPARGES	 FRISKE"		
455136;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
167729;7004;"SVIN FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
50502;6501;"BRâ•ªD	 INDUSTRIBAKT"		
242507;8312;"BEARBEIDET FRUKT"			
29726;7801;"OST HVITOST"			
301948;8313;"Bâ•žR"			
269205;0;"USPESIFISERT UNDERGRP."			
229297;-9490;"Uspesifisert undergrp."			
19702;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
581119;3901;"VITAMINER OG MINERALER"			
613850;0;"USPESIFISERT UNDERGRP."			
14579;4414;"Hâ”¼RFARGE/TONING"			
407883;4907;"INNERTâ•ªY BARN/BABY"			
560335;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
18259;7802;"OST BRUNOST"			
28072;6604;"BRâ•ªD SMâ”¼VARER	 Pâ”¼SMURTE"		
21247;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
7083;2208;"BAKEMIX"			
327494;0;"USPESIFISERT UNDERGRP."			
550354;4413;"Hâ”¼RKURER/SPESIALPRODUKTER"			
251237;1903;"FISKEPâ”¼LEGG	 HERM."		
322504;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
413756;4904;"SOKKER/STRâ•ªMPER DAME"			
251293;3101;"KRYDDERIER	 Tâ•ªRREDE"		
408216;3402;"SJOKOLADE	 BARS"		
343622;4702;"SERVIETTER OG DUKER ENGANGS"			
348648;3609;"POPKORN"			
563741;0;"USPESIFISERT UNDERGRP."			
13287;4513;"SKOPLEIEMIDLER/LISSER/Sâ”¼LER"			
544368;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
345542;4201;"Tâ•ªYVASK"			
186368;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
1743;3404;"SJOKOLADE	 PLATER"		
235666;4002;"BARNEMAT	 MIDDAG"		
333237;2101;"Sâ•ªTE KJEKS"			
292253;3508;"PASTILLER OG DROPS"			
3825;7501;"KJâ•ªTT Pâ”¼LEGG"			
324144;6901;"KAKER HELE	"
49777;4702;SERVIETTER OG DUKER ENGANGS"""		
32564;8309;"MELONER"			
58537;5105;"HAGEMâ•ªBLER OG HAGEUTSTYR"			
259194;6301;"ISKREM OG TILBEHâ•ªR"			
310910;2801;"ASIATISK"			
38829;8002;"FISK	 BEARBEIDET EMBALLERT"		
12815;1501;"MELK"			
9403;7218;"FARSER FERSKE"			
374303;5501;"MUSIKK	 VIDEO -OG DATAREKVISITA"		
312342;8601;"BLOMSTER	 PLANTER OG TRâ•žR"		
391503;0;"USPESIFISERT UNDERGRP."			
65893;7003;"SVIN FERSK UBEARBEIDET"			
632156;0;"USPESIFISERT UNDERGRP."			
646381;3601;"OSTESNACKS"			
286060;8601;"BLOMSTER	 PLANTER OG TRâ•žR"		
650001;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
582980;0;"USPESIFISERT UNDERGRP."			
53291;6501;"BRâ•ªD	 INDUSTRIBAKT"		
325641;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
311640;3501;"SUKKERVARER	 POSER/ESKE"		
34882;7001;"STORFE FERSK UBEARBEIDET"			
11334;4410;"KOSMETIKK DEKORATIV"			
123;7805;"OST KREMOST"			
274733;5302;"LYSPâ•žRER/LYSKILDER"			
639364;0;"USPESIFISERT UNDERGRP."			
165616;5302;"LYSPâ•žRER/LYSKILDER"			
21170;4403;"TANNPLEIE"			
530601;3404;"SJOKOLADE	 PLATER"		
99153;-9490;"Uspesifisert undergrp."			
646435;2208;"BAKEMIX"			
298733;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
420339;4410;"KOSMETIKK DEKORATIV"			
409976;7401;"SPEKEPâ•ªLSER"			
214043;6501;"BRâ•ªD	 INDUSTRIBAKT"		
405343;7801;"OST HVITOST"			
274355;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
29307;0;"USPESIFISERT UNDERGRP."			
313161;3001;"SAUSER	 Vâ”¼TE"		
598497;3501;"SUKKERVARER	 POSER/ESKE"		
640041;0;"USPESIFISERT UNDERGRP."			
33139;7013;"â•ªVRIG KJâ•ªTT FERSK UBEARBEIDET"			
217397;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
599923;5504;"FILMER"			
180720;5912;"FERDIGMAT FRYST	 PASTARETTER"		
317876;0;"USPESIFISERT UNDERGRP."			
46405;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
333696;5403;"Hâ•ªYTID -OG PARTY ARTIKLER"			
759;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
377312;3403;"SJOKOLADE	 KONFEKT"		
68192;7801;"OST HVITOST"			
55017;0;"USPESIFISERT UNDERGRP."			
586229;3803;"Bâ•ªKER	 BARN/UNGDOM"		
26250;8308;"DRUER"			
348302;4410;"KOSMETIKK DEKORATIV"			
427108;0;"USPESIFISERT UNDERGRP."			
19003;5102;"KJâ•ªKKENUTSTYR - PLAST"			
439914;0;"USPESIFISERT UNDERGRP."			
292542;4402;"DEODORANTER"			
521484;0;"USPESIFISERT UNDERGRP."			
582619;0;"USPESIFISERT UNDERGRP."			
551804;0;"USPESIFISERT UNDERGRP."			
3199;7401;"SPEKEPâ•ªLSER"			
31140;7602;"SALATER FERSKE	 Lâ•ªSVEKT"		
30896;8001;"FISK	 BEARBEIDET UEMBALLERT"		
186039;4410;"KOSMETIKK DEKORATIV"			
399481;6502;"BRâ•ªD	 BUTIKKSTEKT"		
334315;1503;"Râ•ªMME/SYRNEDE MELKEPROD."			
351524;0;"USPESIFISERT UNDERGRP."			
582928;9921;"KJâ•ªKKENUTSTYR"			
309595;111;"SPORT/ENERGIDRIKKER FLYTENDE"			
13352;5102;"KJâ•ªKKENUTSTYR - PLAST"			
520232;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
161579;2203;"SUKKER OG Sâ•ªTN./KONSERV.MIDDEL"			
40984;8305;"Pâ•žRER"			
325821;4414;"Hâ”¼RFARGE/TONING"			
648354;3606;"Nâ•ªTTER"			
45179;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
70211;0;"USPESIFISERT UNDERGRP."			
50894;2211;"Nâ•ªTTER	 MANDLER"		
93490;0;"USPESIFISERT UNDERGRP."			
25909;6501;"BRâ•ªD	 INDUSTRIBAKT"		
441031;0;"USPESIFISERT UNDERGRP."			
274729;4405;"BARBERARTIKLER"			
327772;0;"USPESIFISERT UNDERGRP."			
574618;0;"USPESIFISERT UNDERGRP."			
21756;4513;"SKOPLEIEMIDLER/LISSER/Sâ”¼LER"			
536850;0;"USPESIFISERT UNDERGRP."			
542116;7501;"KJâ•ªTT Pâ”¼LEGG"			
588438;0;"USPESIFISERT UNDERGRP."			
581144;4901;"UNDERTâ•ªY DAME"			
56687;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
297126;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
55087;3506;"SUKKERVARER	 FIGUR/LEKE"		
227252;4506;"INSEKTSMIDLER"			
103450;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
312467;7601;"SALATER FERSKE	 INDUSTRIPAKKET"		
187839;6501;"BRâ•ªD	 INDUSTRIBAKT"		
555607;0;"USPESIFISERT UNDERGRP."			
646764;3504;"LAKRIS"			
519184;0;"USPESIFISERT UNDERGRP."			
380095;5302;"LYSPâ•žRER/LYSKILDER"			
337242;0;"USPESIFISERT UNDERGRP."			
226198;7218;"FARSER FERSKE"			
31749;8001;"FISK	 BEARBEIDET UEMBALLERT"		
27250;8203;"SKALLDYR/SKJELL FERSKE	 KONSERVERT I LAKE"		
432686;0;"USPESIFISERT UNDERGRP."			
181089;4902;"UNDERTâ•ªY HERRE"			
25069;8407;"ROTGRâ•ªNNSAKER"			
451230;0;"USPESIFISERT UNDERGRP."			
532399;0;"USPESIFISERT UNDERGRP."			
24161;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
170735;-9490;"Uspesifisert undergrp."			
387725;6201;"GRâ•ªNNSAKER - DYPFRYST"			
261548;0;"USPESIFISERT UNDERGRP."			
437210;0;"USPESIFISERT UNDERGRP."			
423560;4410;"KOSMETIKK DEKORATIV"			
633243;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
30398;7806;"OST MUGGOST"			
598528;0;"USPESIFISERT UNDERGRP."			
38025;7601;"SALATER FERSKE	 INDUSTRIPAKKET"		
615550;0;"USPESIFISERT UNDERGRP."			
23861;0;"USPESIFISERT UNDERGRP."			
594650;0;"USPESIFISERT UNDERGRP."			
21865;3508;"PASTILLER OG DROPS"			
650086;4414;"Hâ”¼RFARGE/TONING"			
599769;0;"USPESIFISERT UNDERGRP."			
69280;7006;"SAU/LAM FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARI"			
648913;4511;"RENSE-	 PUSSEMIDLER"		
188131;4704;"GLASS OG SERVISE"			
20413;6101;"SKALLDYR FROSNE"			
645652;0;"USPESIFISERT UNDERGRP."			
535160;8109;"SUSHI"			
284615;6801;"HVETEBAKST	 INDUSTRIBAKT"		
640256;0;"USPESIFISERT UNDERGRP."			
183467;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
21001;7801;"OST HVITOST"			
580096;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
595544;7006;"SAU/LAM FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARI"			
458424;0;"USPESIFISERT UNDERGRP."			
158301;6902;"KAKER STYKKER"			
13354;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
469927;2201;"MEL OG GRYNVARER"			
33584;7401;"SPEKEPâ•ªLSER"			
112669;4705;"STEARINLYS"			
39507;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
251285;6201;"GRâ•ªNNSAKER - DYPFRYST"			
117986;2205;"KAKEFYLL/DEIG/PYNT"			
277376;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
31759;7901;"FISK FERSK	 UEMBALLERT"		
29542;7801;"OST HVITOST"			
248222;7401;"SPEKEPâ•ªLSER"			
260777;902;"TE	 VANLIG"		
65988;7805;"OST KREMOST"			
237405;6902;"KAKER STYKKER"			
644234;0;"USPESIFISERT UNDERGRP."			
43073;7808;"OST DIVERSE"			
104099;0;"USPESIFISERT UNDERGRP."			
436543;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
273368;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
254993;6501;"BRâ•ªD	 INDUSTRIBAKT"		
554921;7013;"â•ªVRIG KJâ•ªTT FERSK UBEARBEIDET"			
455371;3201;"OLJE"			
480554;3001;"SAUSER	 Vâ”¼TE"		
45445;6902;"KAKER STYKKER"			
34093;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
106196;4903;"STRâ•ªMPEBUKSER DAME"			
31628;7901;"FISK FERSK	 UEMBALLERT"		
309211;0;"USPESIFISERT UNDERGRP."			
540341;0;"USPESIFISERT UNDERGRP."			
646860;0;"USPESIFISERT UNDERGRP."			
332667;4999;"BEKLEDNING DIVERSE"			
283977;0;"USPESIFISERT UNDERGRP."			
303664;6901;"KAKER HELE	"
281226;7501;KJâ•ªTT Pâ”¼LEGG"""		
606836;7501;"KJâ•ªTT Pâ”¼LEGG"			
298752;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
299272;3001;"SAUSER	 Vâ”¼TE"		
37604;2006;"BAKVERK - LANGTIDSH."			
498011;0;"USPESIFISERT UNDERGRP."			
20025;2205;"KAKEFYLL/DEIG/PYNT"			
514892;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
441286;0;"USPESIFISERT UNDERGRP."			
93311;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
426999;0;"USPESIFISERT UNDERGRP."			
234988;2208;"BAKEMIX"			
372490;0;"USPESIFISERT UNDERGRP."			
173278;7501;"KJâ•ªTT Pâ”¼LEGG"			
185877;4410;"KOSMETIKK DEKORATIV"			
381615;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
566731;0;"USPESIFISERT UNDERGRP."			
85664;0;"USPESIFISERT UNDERGRP."			
492664;0;"USPESIFISERT UNDERGRP."			
249097;3903;"VEKTREDUKSJON"			
546750;0;"USPESIFISERT UNDERGRP."			
356519;0;"USPESIFISERT UNDERGRP."			
264409;5803;"SVIN FRYST UBEARBEIDET"			
437199;0;"USPESIFISERT UNDERGRP."			
274708;6001;"FISK DYPFRYST UBEARBEIDET"			
457651;0;"USPESIFISERT UNDERGRP."			
634508;0;"USPESIFISERT UNDERGRP."			
579813;7502;"POSTEIER/PATEER"			
339701;7003;"SVIN FERSK UBEARBEIDET"			
469306;0;"USPESIFISERT UNDERGRP."			
325014;6804;"WIENERBAKST	 INDUSTRIBAKT"		
378657;3501;"SUKKERVARER	 POSER/ESKE"		
111531;9912;"FISKEUTSTYR"			
302562;-9490;"Uspesifisert undergrp."			
437454;0;"USPESIFISERT UNDERGRP."			
175773;5601;"BYGGEVARER/MALING/VERKTâ•ªY"			
6536;0;"USPESIFISERT UNDERGRP."			
246787;3403;"SJOKOLADE	 KONFEKT"		
195095;4407;"HUD OG NEGLPLEIE"			
344449;8109;"SUSHI"			
334324;2501;"MIDDAGSHERMETIKK	 KJâ•ªTT"		
344315;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
1973;6203;"Bâ•žR - DYPFRYST"			
251214;6702;"Pâ•ªLSEBRâ•ªD"			
345104;1302;"JUICE KJâ•ªLT"			
344557;2201;"MEL OG GRYNVARER"			
406598;4003;"BARNEMAT	 DESSERT"		
26810;0;"USPESIFISERT UNDERGRP."			
20628;7217;"DEIGER FERSKE"			
2020;5301;"BATTERIER"			
29194;0;"USPESIFISERT UNDERGRP."			
324417;905;"ISTE"			
455143;7302;"GRILL/SPESIALPâ•ªLSER"			
26500;8313;"Bâ•žR"			
291881;1301;"JUICE IKKE KJâ•ªLT"			
10893;6406;"BAKVERK	 STEKT - DYPFRYST"		
457955;7004;"SVIN FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
374296;5501;"MUSIKK	 VIDEO -OG DATAREKVISITA"		
356366;8002;"FISK	 BEARBEIDET EMBALLERT"		
324724;4402;"DEODORANTER"			
261468;4411;"BALSAM"			
324092;4403;"TANNPLEIE"			
649294;4002;"BARNEMAT	 MIDDAG"		
3413;2006;"BAKVERK - LANGTIDSH."			
471794;1901;"SYLTETâ•ªY"			
6867;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
282045;5403;"Hâ•ªYTID -OG PARTY ARTIKLER"			
920;7704;"FERDIGMAT FERSK	 Mâ”¼LTIDSLâ•ªSNINGER"		
115330;8002;"FISK	 BEARBEIDET EMBALLERT"		
181147;0;"USPESIFISERT UNDERGRP."			
19066;4705;"STEARINLYS"			
19174;5912;"FERDIGMAT FRYST	 PASTARETTER"		
39542;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
137633;0;"USPESIFISERT UNDERGRP."			
27840;9102;"KAFâ•”VARER - DRIKKE"			
186268;4410;"KOSMETIKK DEKORATIV"			
649380;8416;"TOMATER"			
648320;7502;"POSTEIER/PATEER"			
243875;3805;"FAGBâ•ªKER"			
326027;7902;"FISK FERSK	 EMBALLERT"		
247800;8415;"PAPRIKA"			
614678;0;"USPESIFISERT UNDERGRP."			
7211;6301;"ISKREM OG TILBEHâ•ªR"			
291451;3603;"POTETSNACKS"			
15420;3306;"DESSERTER	 SAUSER"		
325209;4101;"BABY PLEIE"			
13185;1802;"KORNBLANDINGER"			
30840;8001;"FISK	 BEARBEIDET UEMBALLERT"		
66391;6901;"KAKER HELE	"
513086;3803;Bâ•ªKER"	 BARN/UNGDOM"	
26136;8602;"BLOMSTER FRâ•ª	 Lâ•ªKER"		
348242;1402;"LESKEDRIKKER"			
552576;4705;"STEARINLYS"			
305014;2205;"KAKEFYLL/DEIG/PYNT"			
302629;4506;"INSEKTSMIDLER"			
339429;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
229257;8801;"POSTPRODUKTER"			
292749;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
410982;0;"USPESIFISERT UNDERGRP."			
567060;0;"USPESIFISERT UNDERGRP."			
237300;-9300;"Uspesifisert undergrp."			
324510;7801;"OST HVITOST"			
259041;4408;"SOLPLEIE"			
20552;1901;"SYLTETâ•ªY"			
509123;0;"USPESIFISERT UNDERGRP."			
600664;0;"USPESIFISERT UNDERGRP."			
644942;0;"USPESIFISERT UNDERGRP."			
427134;9909;"CATERING"			
618109;0;"USPESIFISERT UNDERGRP."			
181473;3701;"SIGARER/SIGARILLOS"			
35902;7005;"SAU/LAM FERSK UBEARBEIDET"			
619539;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
297252;7004;"SVIN FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
490158;8109;"SUSHI"			
83160;0;"USPESIFISERT UNDERGRP."			
324722;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
544984;0;"USPESIFISERT UNDERGRP."			
646830;2802;"MEKSIKANSK"			
100290;-290;"Uspesifisert undergrp."			
26879;0;"USPESIFISERT UNDERGRP."			
251017;0;"USPESIFISERT UNDERGRP."			
14794;8108;"SILD EMBALLERT"			
343581;4201;"Tâ•ªYVASK"			
346315;5913;"FERDIGMAT FRYST	 PIZZA"		
621351;0;"USPESIFISERT UNDERGRP."			
492944;0;"USPESIFISERT UNDERGRP."			
27811;8801;"POSTPRODUKTER"			
339067;3606;"Nâ•ªTTER"			
554858;2006;"BAKVERK - LANGTIDSH."			
23653;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
175226;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
647652;8313;"Bâ•žR"			
480764;5501;"MUSIKK	 VIDEO -OG DATAREKVISITA"		
180080;102;"BRUS  0.36L-0.5L"			
341723;5999;"FERDIGMAT FRYST	 â•ªVRIG"		
166225;5801;"STORFE FRYST UBEARBEIDET"			
478636;0;"USPESIFISERT UNDERGRP."			
293220;6402;"SMâ”¼VARER	 LETTSTEKT - DYPFRYST"		
555964;0;"USPESIFISERT UNDERGRP."			
609986;0;"USPESIFISERT UNDERGRP."			
105395;8415;"PAPRIKA"			
552846;0;"USPESIFISERT UNDERGRP."			
327906;7702;"FERDIGMAT FERSK	 INDUSTIPAKKET"		
336595;6301;"ISKREM OG TILBEHâ•ªR"			
38327;0;"USPESIFISERT UNDERGRP."			
410772;3001;"SAUSER	 Vâ”¼TE"		
492907;0;"USPESIFISERT UNDERGRP."			
34547;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
283762;5101;"KJâ•ªKKENUTSTYR - DIV. REDSKAPER"			
345246;3606;"Nâ•ªTTER"			
629185;0;"USPESIFISERT UNDERGRP."			
60299;4204;"VASKEREDSKAPER"			
44999;8315;"STEINFRUKTER"			
17278;3203;"DRESSING"			
34484;0;"USPESIFISERT UNDERGRP."			
597165;3803;"Bâ•ªKER	 BARN/UNGDOM"		
570012;0;"USPESIFISERT UNDERGRP."			
290872;3401;"SJOKOLADE	 POSER/ESKER"		
377319;5804;"SVIN FRYST BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
274717;3308;"FRUKT/Bâ•žR 	 HERMETISK"		
293109;4101;"BABY PLEIE"			
245858;8410;"SALAT"			
274032;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
160309;6602;"BRâ•ªD SMâ”¼VARER	 BUTIKKSTEKT"		
63137;3403;"SJOKOLADE	 KONFEKT"		
407851;3603;"POTETSNACKS"			
34649;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
42930;8306;"â•ªVRIG FRUKT"			
286331;5501;"MUSIKK	 VIDEO -OG DATAREKVISITA"		
36527;8001;"FISK	 BEARBEIDET UEMBALLERT"		
282220;4705;"STEARINLYS"			
35366;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
292216;3903;"VEKTREDUKSJON"			
283411;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
40560;7006;"SAU/LAM FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARI"			
187054;3203;"DRESSING"			
218778;6702;"Pâ•ªLSEBRâ•ªD"			
42946;8314;"ANANAS FRISKE"			
511557;0;"USPESIFISERT UNDERGRP."			
30791;8107;"SILD UEMBALLERT"			
305220;6801;"HVETEBAKST	 INDUSTRIBAKT"		
35755;7005;"SAU/LAM FERSK UBEARBEIDET"			
336959;-290;"Uspesifisert undergrp."			
53796;0;"USPESIFISERT UNDERGRP."			
30919;8110;"FISKEMAT/DELIKATESSER UEMBALLERT	 â•ªVRIG"		
73330;4902;"UNDERTâ•ªY HERRE"			
12786;3305;"DESSERTER	 KOMPOTTER"		
34724;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
453039;0;"USPESIFISERT UNDERGRP."			
554870;7501;"KJâ•ªTT Pâ”¼LEGG"			
35042;7001;"STORFE FERSK UBEARBEIDET"			
35581;5803;"SVIN FRYST UBEARBEIDET"			
47564;9911;"FRAKT"			
444756;0;"USPESIFISERT UNDERGRP."			
60249;6301;"ISKREM OG TILBEHâ•ªR"			
378224;2006;"BAKVERK - LANGTIDSH."			
343565;5102;"KJâ•ªKKENUTSTYR - PLAST"			
434046;0;"USPESIFISERT UNDERGRP."			
448421;0;"USPESIFISERT UNDERGRP."			
46771;6601;"BRâ•ªD SMâ”¼VARER	 INDUSTRIBAKT"		
644860;6402;"SMâ”¼VARER	 LETTSTEKT - DYPFRYST"		
210221;4405;"BARBERARTIKLER"			
227113;8904;"SMâ•ªREMIDLER"			
32706;7004;"SVIN FERSK BEARBEIDET (SALTET/Râ•ªKT/KRYDRET/MARINER"			
324537;1804;"FROKOSTGRâ•ªTER/MIX"			
301011;1503;"Râ•ªMME/SYRNEDE MELKEPROD."			
14657;3802;"BLADER/MAGASINER/TIDSKRIFTER"			
214550;2401;"MAKARONI"			
34332;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
644746;0;"USPESIFISERT UNDERGRP."			
41345;7602;"SALATER FERSKE	 Lâ•ªSVEKT"		
511030;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
602821;6901;"KAKER HELE	"
255038;5403;Hâ•ªYTID -OG PARTY ARTIKLER"""		
41720;8416;"TOMATER"			
323828;0;"USPESIFISERT UNDERGRP."			
364103;3306;"DESSERTER	 SAUSER"		
469637;0;"USPESIFISERT UNDERGRP."			
36225;5807;"VILT FRYST UBEARBEIDET"			
191192;0;"USPESIFISERT UNDERGRP."			
39;5801;"STORFE FRYST UBEARBEIDET"			
588835;0;"USPESIFISERT UNDERGRP."			
181247;1504;"YOGHURT"			
329933;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
492485;0;"USPESIFISERT UNDERGRP."			
471142;203;"â•ªL KLASSE C-D ( 2	4-May	75 VOL ALK )"	
32449;8406;"Kâ”¼LVEKSTER"			
314127;3804;"Bâ•ªKER	 SKJâ•ªNNLITT."		
326915;6804;"WIENERBAKST	 INDUSTRIBAKT"		
546033;102;"BRUS  0.36L-0.5L"			
472890;0;"USPESIFISERT UNDERGRP."			
582420;0;"USPESIFISERT UNDERGRP."			
492252;0;"USPESIFISERT UNDERGRP."			
480681;0;"USPESIFISERT UNDERGRP."			
257228;4903;"STRâ•ªMPEBUKSER DAME"			
12788;4604;"BAKEPAPIR"			
601132;0;"USPESIFISERT UNDERGRP."			
642342;0;"USPESIFISERT UNDERGRP."			
643911;0;"USPESIFISERT UNDERGRP."			
45830;5106;"HUSHOLDNINGSUTSTYR	 DIVERSE"		
584167;0;"USPESIFISERT UNDERGRP."			
246498;-9490;"Uspesifisert undergrp."			
428116;7701;"FERDIGMAT FERSK	 Lâ•ªSVEKT/BUTIKKPAKKET"		
644771;0;"USPESIFISERT UNDERGRP."			
68965;6802;"HVETEBAKST	 BUTIKKSTEKT"		
97639;9920;"FYRVERKERI"			
